ISN,Downloadable,Title,Author/Org,Document,Published,Pages,Maps,Map Types,Subjects,Areas,NTS,Licence,Coverage,Notes,Ordering,Long/Lat,Source,,Degree
17785,No,Geological research to assist open pit Coal Mining in the Stellarton Basin,"Gillis, K S, Nova Scotia Department of Natural Resources;Naylor, R D, Nova Scotia Department of Natural Resources;Waldron, J W F, Saint Mary's University;Archer, A W, Kansas State University;Belt, E S, Amherst College",Report ME 1995-002,1995,19,0 map(s),,Carboniferous; coal; coal seams; drillholes; Foord Seam; fossil fuels; lacustrine deposits; lithology; mudstones; open pit mining; sandstones; shales; siderite; siltstones; Stellarton Basin,Pictou Coalfield; Pictou County; Stellarton Basin,11E/10A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Program and Summaries, Nineteenth Annual Review of Activities; 71 page(s)",,
17786,No,"Geology of the roof Rock in the Phalen Mine, Sydney Coalfield","MacNeil, D J, Nova Scotia Department of Natural Resources;Naylor, R D, Nova Scotia Department of Natural Resources",Report ME 1995-002,1995,20,0 map(s),,Carboniferous; coal; drillholes; fossil fuels; mines; Phalen Mine; Sydney Mines Fm,Cape Breton County; New Waterford; Sydney Coalfield,11K/08A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Program and Summaries, Nineteenth Annual Review of Activities; 71 page(s)",,
17787,No,"Relation between methane sorption capacity or permeability, and kinetic properties of methane and carbon dioxide generation with composition and maturation in Coals from the Sydney, Stellarton and Cumberland Basins","Mukhopadhyay, P K, Global Geoenergy Research Limited;MacDonald, D J, Nova Scotia Department of Natural Resources;Hughes, J D, Geological Survey of Canada;Calder, J H, Nova Scotia Department of Natural Resources",Report ME 1995-002,1995,21,0 map(s),,carbon dioxide; Carboniferous; coal; coalbed methane; Cumberland Basin; fossil fuels; methane; pyrolysis; Stellarton Basin; Sydney Basin,Cape Breton County; Colchester County; Cumberland Basin; Cumberland Coalfield; Cumberland County; Pictou Coalfield; Pictou County; Stellarton Basin; Sydney Basin; Sydney Coalfield,11E/10A; 11E/11; 11E/12; 11E/13; 11E/14; 11K/01A; 11K/01D; 21H/09; 21H/10; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Program and Summaries, Nineteenth Annual Review of Activities; 71 page(s)",,
17788,No,The other side of the mountain: Late Carboniferous strata immediately south of the Cobequid Fault,"Naylor, R D, Nova Scotia Department of Natural Resources;Waldron, J W F, Saint Mary's University;Palmer, S E, Saint Mary's University;Skilliter, D M, Nova Scotia Department of Natural Resources;Johnston, S K, Saint Mary's University",Report ME 1995-002,1995,22,0 map(s),,basins; breccias; Carboniferous; clastic rocks; coal; Cobequid Fault; Cumberland Gp; Debert-Kemptown Basin; deformation; depositional history; faults; folds; Hollow Fault; limestones; lithology; Mabou Gp; mudstones; Parrsboro Fm; peat; sandstones; Stellarton Basin; stratigraphy; structural features; structural geology; subsidence,"Colchester County; Cumberland County; Nova Scotia, Northern; Pictou County",11E/05C; 11E/05D; 11E/06C; 11E/06D; 11E/07C; 11E/07D; 11E/10A; 11E/10B; 11E/11A; 11E/11B; 11E/12A; 11E/12B; 21H/07; 21H/08,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Program and Summaries, Nineteenth Annual Review of Activities; 71 page(s)",,
17808,No,"Results of seismic mapping in the St. Georges Bay area: implications for stratigraphy, structure, salt tectonism and petroleum potential","Durling, P, Durling Geophysics;Harvey, P J, Nova Scotia Department of Natural Resources",Report ME 1995-002,1995,42,0 map(s),,basement; coal; faults; folds; fossil fuels; geophysics; hydrocarbon potential; petroleum; salt; seismic mapping; seismic surveys; source rocks; stratigraphic traps; structural geology; Windsor Gp,Antigonish County; Inverness County; Pictou County; St. Georges Bay,11E/12C; 11E/12D; 11E/13,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Program and Summaries, Nineteenth Annual Review of Activities; 71 page(s)",,
17811,No,"Sedimentology and source-rock potential of the Colindale Member of the Port Hood Formation [Westphalian A], Western Cape Breton Island","Crawford, T L, Geological Survey of Canada",Report ME 1995-002,1995,45,0 map(s),,coal; Colindale Mbr; deltaic deposits; fossil fuels; fossils; hydrocarbon potential; Inverness Fm; lacustrine deposits; limestones; Port Hood Fm; sandstones; sedimentology; shales; source rocks,Cape Breton Island; Inverness County,11F/13D; 11K/03B; 11K/03C; 11K/04A; 11K/06A; 11K/06B; 11K/06D; 11K/11A; 11K/11D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Program and Summaries, Nineteenth Annual Review of Activities; 71 page(s)",,
17812,No,"Geology of Late Devonian and Carboniferous Rocks of the Cheticamp map area [NTS 11K/11 and 11K/10], Western Cape Breton Island, Nova Scotia","Giles, P S, Geological Survey of Canada;Allen, T L, Dalhousie University",Report ME 1995-002,1995,46,0 map(s),,alluvial fan deposits; basalts; bornite; calcrete; carbonate; Carboniferous; chalcopyrite; Cheticamp Pluton; coal; conglomerates; copper; Creignish Fm; Cumberland Gp; faults; fish fossils; Fisset Brook Fm; fluvial deposits; fossil plants; Hastings Fm; Horton Gp; Jumping Brook Complex; limestones; Mabou Gp; Macumber Fm; malachite; metallic minerals; oil shales; paleontology; Pomquet Fm; Port Hood Fm; rhyolites; sandstones; sedimentology; siltstones; Strathlorne Fm; stratigraphy; structural geology; veins; Windsor Gp,Cape Breton Island; Cheticamp; Inverness County,11K/10; 11K/11,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Program and Summaries, Nineteenth Annual Review of Activities; 71 page(s)",,
17814,No,Visualization techniques for 3D computer Models of Nova Scotian Coalfields,"Hughes, J D, Geological Survey of Canada;MacNeil, D J, Nova Scotia Department of Natural Resources",Report ME 1995-002,1995,48,0 map(s),,coal fields; computer applications; databases; fossil fuels; miscellaneous,Cumberland Coalfield; Cumberland Coalfield; Pictou Coalfield; Pictou Coalfield; Sydney Coalfield; Sydney Coalfield,11E/10,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Program and Summaries, Nineteenth Annual Review of Activities; 71 page(s)",,
17891,Yes,"Stratigraphy of the Springhill area, Cumberland Basin","Calder, J H, Nova Scotia Department of Mines and Energy;Ryan, R J, Nova Scotia Department of Mines and Energy",Open File Illustration ME 1990-005,1990,0 page(s),0 map(s),,Boss Point Fm; Carboniferous; Claremont Fm; coal seams; conglomerates; Cumberland Gp; drillholes; fossils; Joggins Fm; lithology; mineralization; paleontology; palynology; Polly Brook Fm; pyrite; Ragged Reef Fm; sandstones; siltstones; spores; Springhill Mines Fm; stratigraphic columns; stratigraphy; structural features; structural geology,Cumberland County; Springhill; Springhill Coalfield,21H/09D,,,This illustration is Enclosure 2 of Memoir ME 10,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17893,No,"Evaluation of near-surface Coal resource, Tracy Seam, Broughton","MacNeil, D J, Nova Scotia Department of Mines and Energy",Open File Report ME 1983-003,1983,26 page(s),0 map(s),,Beaver Mine; bulk samples; Carboniferous; chemical analyses; coal; coal seams; coal tests; core samples; cross-sections; drillholes; fossil fuels; Four Star Mine; geochemistry; geophysical logging; geophysics; glacial deposits; mineral exploration history; mines; Morien Gp; ore reserves estimates; pits; resources; Silver Lake Mine; surficial geology/geomorphology; Tracy Seam,Broughton; Cape Breton County; Cape Breton Island; Sydney Coalfield,11J/04B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17894,No,"Report on Drilling at Brogan No. 2 Mine, Point Aconi, Cape Breton","MacNeil, D J, Nova Scotia Department of Mines and Energy",Open File Report ME 1985-003,1985,9 page(s),4 map(s),"drillhole location, scale: 1:2400; isopach, scale: 1:2400",Brogan Mine; Carboniferous; coal; coal seams; drillhole sections; drillholes; fossil fuels; Lloyd Cove Seam; Lower Bonar Seam; mines; SM-24 [NSDME] Drillhole; SM-25 [NSDME] Drillhole; SM-26 [NSDME] Drillhole; SM-27 [NSDME] Drillhole; SM-28 [NSDME] Drillhole; stratigraphy; Upper Bonar Seam,Cape Breton Coalfield; Cape Breton County; Cape Breton Island; Point Aconi,11K/08B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17895,Yes,"Geology and Coal resources, St. Rose Coal Basin","MacNeil, D J, Nova Scotia Department of Mines and Energy",Open File Report ME 1985-004,1984,36 page(s),0 map(s),,Canso Gp; Carboniferous; chemical analyses; coal; coal petrology; coal seams; coal tests; drillholes; Evans Mine; faults; fossil fuels; geochemistry; Mabou Fm; MacRae Fault; Margaree Syncline; mineral exploration history; mines; mining history; No 1 Seam; No 2 Seam; No 3 Seam; No 4 Seam; No 5 Seam; ore reserves estimates; Port Hood Fm; resources; Riversdale Gp; SR-10 [NSDME] Drillhole; SR-11 [NSDME] Drillhole; SR-12 [NSDME] Drillhole; SR-6 [NSDME] Drillhole; SR-7 [NSDME] Drillhole; SR-7A [NSDME] Drillhole; SR-8 [NSDME] Drillhole; SR-9 [NSDME] Drillhole; St Rose Basin; St Rose Fault; stratigraphic columns; stratigraphy; West Fault; Windsor Gp,Cape Breton Island; Chimney Corner; Chimney Corner Coalfield; Inverness County; St Rose Coalfield; St. Rose,11K/06D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17899,Yes,"A Detailed Design/Cost Study to Establish a Rock Bolting Field Demonstration Programme for the Sydney Coalfield, Nova Scotia","Jacques, Whitford and Associates Limited;Canada Centre for Mineral and Energy Technology;Nova Scotia Department of Mines and Energy",Open File Report ME 1990-027,1990,92 page(s),0 map(s),,Carboniferous; coal; engineering geology; fossil fuels; Lingan Colliery; mine development; mines; mining methods; models; Phalen Mine; Prince Mine; rock bolts,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17900,Yes,"Report to CANMET on a Review and Evaluation of Microseismic Monitoring Techniques, Sydney Coalfield, Nova Scotia",Golder Associates Limited;Canada Centre for Mineral and Energy Technology;Nova Scotia Department of Mines and Energy,Open File Report ME 1990-028,1990,224 page(s),4 map(s),"geophone location, scale: 1:10000; mine site location, scale: 1:2000000; seismic event location, scale: 1:1400",Carboniferous; coal; density profiles; flow diagrams; fossil fuels; geophone arrays; geophysics; microseismic activity; mine bumps; mine development; mines; outbursts; rockbursts; seismic profiles; seismic waves; seismology,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17908,Yes,"Review of Pack Research in the Sydney Coalfield, N. S.","Jacques, Whitford and Associates Limited;Nova Scotia Department of Natural Resources",Open File Report ME 1992-033,1992,300 page(s),0 map(s),,Carboniferous; coal; coal mining; correlation diagrams; fossil fuels; gateroad packs; longwall mining; mine development; mines; mining methods; Phalen Mine,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17910,Yes,"Evaluation of Mining Subsidence Field Data, Cape Breton, N.S., Project No. 7776","Jacques, Whitford and Associates Limited;Nova Scotia Department of Natural Resources",Open File Report ME 1993-034,1993,145 page(s),13 map(s),"mineral occurrence location, scale: 1:2500",block diagrams; coal; correlation diagrams; cross-sections; engineering geology; fossil fuels; Harbour Seam; Lingan Mine; mines; Phalen Colliery; Phalen Seam; scatter diagrams; stratigraphic columns; subsidence; underground mining,Cape Breton County; Cape Breton Island; New Waterford; Sydney; Sydney Coalfield,11K/01D; 11K/08A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17913,Yes,"Coarse Coal Waste Rock Test Pile Program, Victoria Junction Coal Preparation Plant - 1992 Annual Monitoring Program Report",ADI Nolan Davis Incorporated;Nova Scotia Department of Natural Resources,Open File Report ME 1993-037,1993,113 page(s),0 map(s),,acid mine drainage; Carboniferous; coal; coal waste; correlation diagrams; flow diagrams; fossil fuels; groundwater; histograms; models; run-off; surface waters,Cape Breton Coalfield; Cape Breton County; Cape Breton Island; Victoria Junction,11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17921,Yes,"Coalbed Methane Potential of Selected Coal Seams from the Stellarton Basin, Nova Scotia, Canada, Based on Maturation, and Important Physical and Chemical Properties","Mukhopadhyay, P K, Global Geoenergy Research Limited;Nova Scotia Department of Natural Resources",Open File Report ME 1994-017,1994,66 page(s),1 map(s),"ash contour, scale: 1:30000; drillhole location, scale: 1:30000; isopach, scale: 1:30000; maturation, scale: 1:30000; permeability contour, scale: 1:30000",Acadia Seam; Albion Mbr; block diagrams; Cage Seam; Carboniferous; chemical analyses; coal; coal ash; Coal Brook Mbr; coal seams; coal tests; coalbed methane; correlation diagrams; drill core geochemistry; drillholes; facies; Foord Seam; fossil fuels; geochemistry; hydrocarbon potential; lithotypes; macerals; maturity; McLeod Seam; permeability; petrographic analyses; photomicrographs; Plymouth Mbr; porosity; proximate analyses; scatter diagrams; Scott Seam; Skinner Brook Mbr; Stellarton Fm; stratigraphic columns; Thorburn Mbr; vitrinite reflectance; Westville Mbr,Pictou County; Stellarton Basin; Stellarton Coalfield,11E/10,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17923,Yes,Report on Miscellaneous Mine Workings in the Pictou Coalfield,"Gillis, K S, Nova Scotia Department of Natural Resources",Open File Report ME 1994-019,1994,15 page(s),7 map(s),"mine location, scale: 1:1200",Bear Brook Mine; Carboniferous; Clay Mine; clays; coal; coal seams; Dawson Workings; fossil fuels; Haliburton Pit; Merigomish Road Workings; mine cross-sections; mines; Mount William Workings; Potter Mine; Stewart Seam; subsidence; Third Seam,Pictou; Pictou Coalfield; Pictou County,11E/10,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17924,No,"Geology of the Maple Brook Coal occurrence, Glendale, Inverness County","MacNeil, D J, Nova Scotia Department of Mines and Energy",Open File Report ME 1986-075,1986,31 page(s),1 map(s),"drillhole location, scale: 1:50000; geological, scale: 1:50000",Canso Fm; Carboniferous; coal; coal analyses; coal seams; cross-sections; drillholes; Emery Brook Fm; facies; fossil fuels; Maple Brook Seam; Maple Brook Syncline; MB 85-1 [NSDME] Drillhole; MB 85-2 [NSDME] Drillhole; mineral exploration history; paleontology; palynology; Pomquet Fm; stratigraphic charts; stratigraphic columns; stratigraphy; synclines; Windsor Gp,Glendale; Inverness County,11F/14A; 11F/14B,,,OFR ME 1986-076 is supplemented by OFR ME 1987-035,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17926,Yes,"Geology and Coal Resources, New Campbellton Coal District, Victoria County, Nova Scotia","MacNeil, D J, Nova Scotia Department of Mines and Energy",Open File Report ME 1991-025,1991,80 page(s),3 map(s),"drillhole location, scale: 1:20000; geological, scale: 1:20000",Backpit Seam; Carboniferous; coal; coal analyses; coal seams; drillholes; fossil fuels; geochemistry; Henderson Seam; histograms; mining history; Morien Gp; NC 87-1 [NSDME] Drillhole; New Campbellton Deposit; paleontology; palynology; petrographic analyses; petrology; Phalen Seam; proximate analyses; resources; South Bar Fm; stratigraphic columns; stratigraphic correlations; stratigraphy; Sydney Basin; Sydney Mines Fm; vitrinite reflectance; Waddens Cove Fm,New Campbellton; Sydney Coalfield; Victoria County,11J/08B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17938,No,"Development of an outburst Model for the Sydney Coalfield, Cape Breton, Nova Scotia",Golder Associates Limited;Canada Centre for Mineral and Energy Technology;Nova Scotia Department of Mines and Energy,Open File Report ME 1987-004,1987,292 page(s),5 map(s),"drillhole location, scale: 1:24000; geological, scale: 1:12000; mine surface plan, scale: 1:63360",block diagrams; Carboniferous; channel deposits; coal; coal mining; correlation diagrams; drillhole logs; engineering geology; fossil fuels; gas; Lingan Mine; mine cross-sections; mine site development; mines; modeling; No 26 Colliery; outbursts; rockbursts; sandstone channels; sandstones; scatter diagrams; siltstones; stratigraphic columns; stress analyses; stress diagrams,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17939,No,"Age and stratigraphy of Emery Brook Formation, Maple Brook Syncline, Inverness County","MacNeil, D J, Nova Scotia Department of Mines and Energy",Open File Report ME 1987-035,1987,11 page(s),0 map(s),,Canso Gp; Carboniferous; coal; depositional models; drillholes; Emery Brook Fm; facies; fossil fuels; Grant Point Tongue; Mabou Gp; Maple Brook Syncline; paleontology; palynological analyses; palynology; Pomquet Fm; Riversdale Gp; sedimentology; stratigraphic correlations; stratigraphy; synclines,Cape Breton Island; Glendale; Inverness County; Maple Brook,11F/14B,,,OFR ME 1987-035 is a supplement to OFR ME 1986-075,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17940,No,"Faults, roof-falls and associated water Inflows, Evans Coal Mine, St. Rose","MacNeil, D J, Nova Scotia Department of Mines and Energy",Open File Report ME 1987-036,1987,29 page(s),1 map(s),"groundwater sample location, scale: 1:4800; mine level plan, scale: 1:4800",Carboniferous; chemical analyses; coal; engineering geology; Evans Mine; faults; fossil fuels; geochemistry; groundwater geochemistry; mine accidents; mine cross-sections; mine shaft water geochemistry; mines; mining activities; roof falls; structural geology; ternary diagrams,Cape Breton Island; Inverness County; St Rose Coalfield; St. Rose,11K/06D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17942,Yes,"Geotechnical study of Rock mass classification parameters for the Sydney Coalfield, Nova Scotia",Golder Associates Limited;Canada Centre for Mineral and Energy Technology;Nova Scotia Department of Mines and Energy,Open File Report ME 1989-037,1989,127 page(s),4 map(s),"mine site location, scale: 1:1400000; mine surface plan, scale: 1:12000",Carboniferous; coal; correlation diagrams; Donkin-Morien Mine; engineering geology; flow diagrams; fossil fuels; Lingan Mine; mines; models; No 26 Colliery; Phalen Mine; Prince Mine; rock mass classification; rock mechanics; scatter diagrams; stratigraphic sections,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11J/04C; 11K/01D; 11K/08A; 11K/08B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17946,Yes,"Data Compilation Report: strata deformation Monitoring, No. 3 TBM tunnel, Donkin-Morien Mine, Nova Scotia","Aston, T R C, Canada Centre for Mineral and Energy Technology;Chipman, D, Canada Centre for Mineral and Energy Technology;Gallant, W D, Canada Centre for Mineral and Energy Technology;Nova Scotia Department of Mines and Energy",Open File Report ME 1988-069,1988,69 page(s),1 map(s),"mine site location, scale: 1:500000",Carboniferous; coal; deformation; displacement; Donkin-Morien Mine; extensometer graphs; extensometer surveys; fossil fuels; mine cross-sections; mine safety; mines; structural geology; tunnel cross-sections,Cape Breton County; Cape Breton Island; Glace Bay; Sydney Coalfield,11J/04C,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17947,Yes,"A hydrofracturing Program for outburst prevention in the Sydney Coalfield, Nova Scotia","Aston, T R C, Canada Centre for Mineral and Energy Technology;Bielenstein, H U, Associated Mining Consultants Limited;Anderson, H A, NOWSCO Well Service Limited;Nova Scotia Department of Mines and Energy",Open File Report ME 1989-038,1989,12 page(s),0 map(s),,Carboniferous; channel deposits; coal; fossil fuels; gasbursts; hydrofracturing; mine cross-sections; mines; No 26 Colliery; outbursts; rockbursts; sandstone channels; sandstones; scatter diagrams,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17949,Yes,"Preliminary Assessment: the Economic Impact of Mineral Resource Discoveries and Potential Developments, Canada-Nova Scotia Mineral Development Agreements 1974-1992","Potter, R R, Meridian Maritime Mining and Manufacturing;Nova Scotia Department of Natural Resources",Open File Report ME 1992-035,1992,19 page(s),1 map(s),"mineral deposit location, scale: 1:2400000",aggregates; Amherst Quarry; Brierly Brook Deposit; Brookfield Mine; building stones; Chegoggin Point Quarry; coal; Diogenes Brook Deposit; Donkin-Morien Mine; East Kemptville Mine; economic geology; Flagstaff Hill Deposit; fossil fuels; Gardiner East Mine; Glencoe Deposit; gypsum; Hardwood Hill Quarry; industrial minerals; Kellys Mountain Quarry; metallic minerals; mineral development agreements; mines; Murchyville Deposit; New Canaan Deposit; Plymouth Mine; Point Aconi Mine; Prince Mine; quarries; sands; Sheet Harbour Deposit; silica; Terence Bay Quarry; tin; Westville Mine; White Point Deposit,Amherst; Antigonish County; Brierly Brook; Cape Breton County; Chegoggin Point; Colchester County; Cumberland County; Diogenes Brook; East Kemptville; Flagstaff Hill; Gardiner; Glencoe; Guysborough County; Halifax County; Hardwood Hills; Inverness County; Kellys Mountain; Murchyville; New Canaan; Pictou County; Plymouth; Point Aconi; Sheet Harbour; Sydney Coalfield; Sydney Mines; Terence Bay; Victoria County; Westville; White Point; Yarmouth County,11D/05D; 11D/15D; 11E/03A; 11E/06B; 11E/09A; 11E/10A; 11E/10C; 11F/06B; 11F/14C; 11J/04C; 11K/01D; 11K/08B; 11K/16B; 20O/16D; 21A/04B; 21H/09B; 21H/16A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17957,Yes,"Coalbed Methane Potential of Selected Coal Seams from the Stellarton Basin, Nova Scotia, Based on Maturation, and Other Important Physical and Chemical Parameters","Mukhopadhyay, P K, Global Geoenergy Research Limited;Nova Scotia Department of Natural Resources",Open File Report ME 1994-029,1994,112 page(s),0 map(s),,Acadia Seam; block diagrams; Cage Seam; Carboniferous; chemical analyses; coal; coal analyses; coal seams; coalbed methane; correlation diagrams; Foord Seam; fossil fuels; geochemistry; maturation; McLeod Seam; proximate analyses; scatter diagrams; Scott Seam; Stellarton Basin; vitrinite reflectance,Pictou Coalfield; Pictou County; Stellarton,11E/10,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17960,No,"Evaluation of near-surface Coal resource, Gardiner Seam-east","MacNeil, D J, Nova Scotia Department of Mines and Energy",Open File Report ME 1982-003,1982,84 page(s),0 map(s),,Carboniferous; coal; coal analyses; coal seams; core samples; density logs; drillhole logs; drillholes; fossil fuels; gamma-ray logs; Gardiner Seam; geophysics; mineral exploration history; Morien Gp; mudstones; O'Dell Seam; Pennsylvanian; resources; sandstones; siltstones; stratigraphy,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17982,Yes,Assessment of Surface Mineable Coal Resources of the Pictou Coalfield,"Hughes, J D, Geological Survey of Canada;Nova Scotia Department of Natural Resources",Open File Report ME 1994-032,1994,200 page(s),14 map(s),"coal seam thickness, scale: 1:50000; drillhole location, scale: 1:50000; mine surface plan, scale: 1:50000; topographical, scale: 1:50000",Cage Seam; Carboniferous; coal; coal seams; coalbed methane; computer simulations; correlation diagrams; cross-sections; drillholes; economic analysis; economic geology; Fleming Seam; flow diagrams; Foord Seam; fossil fuels; geographic information systems applications; histograms; McGregor Seam; mineral potential; mines; models; New Seam; Purvis Seam; resources; Third Seam,Pictou; Pictou Coalfield; Pictou County,11E/10A; 11E/10D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17994,No,"The Mines and quarries of Cape Breton Island during the French Period, 1713-1760","Francis, D, Canada Department of Northern Affairs and National Resources;Nova Scotia Department of Natural Resources",Open File Report ME 1965-001,1965,70 page(s),3 map(s),"geological, scale: N/A; quarry location, scale: N/A",clays; coal; gypsum; industrial minerals; lime; limestones; metallic minerals; sandstones; sketches; slates,Cape Breton County; Cape Breton Island; Inverness County; Richmond County; Victoria County,11F; 11G; 11J; 11K; 11N,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17995,Yes,Nova Scotia Environmental Assessment Act Registration for Sullivan Creek Surface Mine,Acres International Limited;Brogan Mining Company Limited;Nova Scotia Department of Natural Resources;Nova Scotia Department of the Environment,Open File Report ME 1992-039,1992,103 page(s),7 map(s),"coal seam location, scale: 1:50000; geological, scale: 1:50000; mine site location, scale: 1:50000; mine site plan, scale: 1:3000; pit location, scale: N/A; property location, scale: 1:1000000",airphotos; coal; drillhole logs; drillholes; economic geology; engineering geology; environmental assessment; environmental geology; fossil fuels; Harbour Seam; land use; mines; open pit mining; ore reserves estimates; photographs; pits; reclamation; sinkholes; Sullivan Creek Open Pit Mine; Sydney Main Seam,Alder Point; Cape Breton County; Cape Breton Island; Florence; Little Pond; Sullivans Creek; Sydney Coalfield,"11K/08B - Tract(s)23, 26",,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17996,Yes,Nova Scotia Environmental Assessment Act Registration Report Toronto Road Surface Mine,Acres International Limited;Brogan Mining Company Limited;Nova Scotia Department of Natural Resources;Nova Scotia Department of the Environment,Open File Report ME 1992-025,1992,31 page(s),8 map(s),"coal seam location, scale: 1:50000; mine site location, scale: 1:50000; mine site plan, scale: 1:10000; property location, scale: 1:1000000",airphotos; coal; economic geology; engineering geology; environmental assessment; environmental geology; fossil fuels; Harbour Seam; land use; mines; open pit mining; ore reserves estimates; photographs; reclamation; Scotia No 4 Colliery; Sydney Main Seam; Toronto Road Open Pit Mine,Alder Point; Cape Breton County; Cape Breton Island; Sydney Coalfield; Toronto Road,11K/08B - Tract(s)23-24,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
17997,Yes,"Nova Scotia Environmental Assessment Act Preliminary Report, Toronto Road Surface Mine, Alder Point Area, Cape Breton County, Nova Scotia",Acres International Limited;Brogan Mining Company Limited;Nova Scotia Department of Natural Resources;Nova Scotia Department of the Environment,Open File Report ME 1992-038,1992,77 page(s),5 map(s),"geological, scale: 1:50000; mine site location, scale: 1:50000; mine site plan, scale: 1:10000; property location, scale: 1:1000000",coal; drillhole logs; drillholes; economic geology; engineering geology; environmental assessment; environmental geology; environmental impacts; fossil fuels; graphs; Harbour Seam; land use; mines; open pit mining; ore reserves estimates; reclamation; Scotia No 4 Colliery; Sydney Main Seam; Toronto Road Open Pit Mine,Alder Point; Cape Breton County; Cape Breton Island; Sydney Coalfield; Toronto Road,11K/08B - Tract(s)23-24,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
